,index,id,alias,name,image_url,is_claimed,is_closed,url,phone,display_phone,review_count,categories,rating,location,coordinates,photos,price,transactions,hours,messaging,error,special_hours
42,44,YIfXuMhZgZf3xNnRWjyDYA,embassy-suites-by-hilton-chicago-downtown-chicago-4,Embassy Suites by Hilton Chicago Downtown,https://s3-media1.fl.yelpcdn.com/bphoto/VTeJj3K7GMufkHOOEoBRTA/o.jpg,True,False,https://www.yelp.com/biz/embassy-suites-by-hilton-chicago-downtown-chicago-4?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ,13129433800.0,(312) 943-3800,225.0,"[{'alias': 'hotels', 'title': 'Hotels'}]",3.0,"{'address1': '600 N State St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60654', 'country': 'US', 'state': 'IL', 'display_address': ['600 N State St', 'Chicago, IL 60654'], 'cross_streets': ''}","{'latitude': 41.8928736, 'longitude': -87.6283194}","['https://s3-media1.fl.yelpcdn.com/bphoto/VTeJj3K7GMufkHOOEoBRTA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/wZxB5qm6DZ6oidQpkduQOQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/w0yuP1Njv7Q82VbF7MCkow/o.jpg']",$$,[],"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
43,45,ezxzzWj-EIigt0p4wlbLbw,sheraton-grand-chicago-chicago,Sheraton Grand Chicago,https://s3-media1.fl.yelpcdn.com/bphoto/WcpWp83ggj1NQsG1LTzTmw/o.jpg,True,False,https://www.yelp.com/biz/sheraton-grand-chicago-chicago?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ,13124641000.0,(312) 464-1000,561.0,"[{'alias': 'hotels', 'title': 'Hotels'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",3.0,"{'address1': '301 E North Water St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60611', 'country': 'US', 'state': 'IL', 'display_address': ['301 E North Water St', 'Chicago, IL 60611'], 'cross_streets': 'Columbus Dr & Park Dr'}","{'latitude': 41.8892536887959, 'longitude': -87.6196533081107}","['https://s3-media1.fl.yelpcdn.com/bphoto/WcpWp83ggj1NQsG1LTzTmw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/gvhgiBkC_jcW8tGP6gKEbw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/UDqYbj1fKfUnFqh39RPIeA/o.jpg']",$$$,[],"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
44,46,YfzsjiJl3m-Yza64aIL7SQ,w-chicago-lakeshore-chicago-2,W Chicago - Lakeshore,https://s3-media1.fl.yelpcdn.com/bphoto/D-MG2ZhN2KCvLOYrux7oEQ/o.jpg,True,False,https://www.yelp.com/biz/w-chicago-lakeshore-chicago-2?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ,13129439200.0,(312) 943-9200,732.0,"[{'alias': 'hotels', 'title': 'Hotels'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",3.0,"{'address1': '644 North Lake Shore Dr', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60611', 'country': 'US', 'state': 'IL', 'display_address': ['644 North Lake Shore Dr', 'Chicago, IL 60611'], 'cross_streets': 'United States Highway 41 & Ontario St'}","{'latitude': 41.893947, 'longitude': -87.615363}","['https://s3-media1.fl.yelpcdn.com/bphoto/D-MG2ZhN2KCvLOYrux7oEQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/tQreixHfKWQQ9LaVCsnz9w/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/WMuLOewBcX3Y8OvHAPz7FA/o.jpg']",$$$,[],"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
45,47,lDVAVEPaVSqHzJ2a43_IMA,hard-rock-hotel-chicago-chicago-2,Hard Rock Hotel Chicago,https://s3-media3.fl.yelpcdn.com/bphoto/JcUhSQyfAQqLm9OVsFUoHw/o.jpg,True,True,https://www.yelp.com/biz/hard-rock-hotel-chicago-chicago-2?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ,,,356.0,"[{'alias': 'hotels', 'title': 'Hotels'}]",3.5,"{'address1': '230 N Michigan Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60601', 'country': 'US', 'state': 'IL', 'display_address': ['230 N Michigan Ave', 'Chicago, IL 60601'], 'cross_streets': 'Wacker Pl & Lake St'}","{'latitude': 41.8866635574357, 'longitude': -87.6247644253299}","['https://s3-media3.fl.yelpcdn.com/bphoto/JcUhSQyfAQqLm9OVsFUoHw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/LNzwpf9-VeoHH7oSbvyO8w/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/traMCsd_ySOKSxt9HiJqhg/o.jpg']",$$$,[],"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0100', 'day': 4}, {'is_overnight': True, 'start': '1000', 'end': '0100', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '1800', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
46,49,DxfjGOEtFJQoq6m8WjYl4Q,warwick-allerton-chicago-chicago,Warwick Allerton - Chicago,https://s3-media2.fl.yelpcdn.com/bphoto/6hvEC8YonkdhIwZDFz_wUQ/o.jpg,True,False,https://www.yelp.com/biz/warwick-allerton-chicago-chicago?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ,13124401500.0,(312) 440-1500,552.0,"[{'alias': 'hotels', 'title': 'Hotels'}]",3.0,"{'address1': '701 N Michigan Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60611', 'country': 'US', 'state': 'IL', 'display_address': ['701 N Michigan Ave', 'Chicago, IL 60611'], 'cross_streets': 'Superior St & Huron St'}","{'latitude': 41.895154, 'longitude': -87.623928}","['https://s3-media2.fl.yelpcdn.com/bphoto/6hvEC8YonkdhIwZDFz_wUQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/0bdbaPMQ1rSVVxWcljxtsg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/rj3IEcRvoaG027kfkb7G3Q/o.jpg']",$$$,[],"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
47,50,iIrBXLRm4Ga1AjvthhrLOw,hampton-inn-chicago-downtown-magnificent-mile-chicago-2,Hampton Inn Chicago Downtown/Magnificent Mile,https://s3-media1.fl.yelpcdn.com/bphoto/VSboEpqPHG-o6s7dlmT5pw/o.jpg,True,False,https://www.yelp.com/biz/hampton-inn-chicago-downtown-magnificent-mile-chicago-2?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ,13127060888.0,(312) 706-0888,154.0,"[{'alias': 'hotels', 'title': 'Hotels'}]",3.5,"{'address1': '160 E Huron St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60611', 'country': 'US', 'state': 'IL', 'display_address': ['160 E Huron St', 'Chicago, IL 60611'], 'cross_streets': 'Michigan Ave & St Clair St'}","{'latitude': 41.895195, 'longitude': -87.623051}","['https://s3-media1.fl.yelpcdn.com/bphoto/VSboEpqPHG-o6s7dlmT5pw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/zgp7TbaO3aYJ6Bi-PpHneA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/kWZzH1OEPd_ir9-0SmVHPA/o.jpg']",$$,[],"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
48,51,31yYZQjEIyYE0N3p_vmoOA,the-drake-chicago-2,The Drake,https://s3-media4.fl.yelpcdn.com/bphoto/9blVWBNgTt3Nh_Z236Y79Q/o.jpg,True,False,https://www.yelp.com/biz/the-drake-chicago-2?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ,13127872200.0,(312) 787-2200,610.0,"[{'alias': 'hotels', 'title': 'Hotels'}]",3.5,"{'address1': '140 E Walton Pl', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60611', 'country': 'US', 'state': 'IL', 'display_address': ['140 E Walton Pl', 'Chicago, IL 60611'], 'cross_streets': 'Michigan Ave & Seneca St'}","{'latitude': 41.9001198, 'longitude': -87.6234858}","['https://s3-media4.fl.yelpcdn.com/bphoto/9blVWBNgTt3Nh_Z236Y79Q/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/4a5hwU8oqnD2OefPvbKrtw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/42sPVrlKvcDX-NHfoPhugg/o.jpg']",$$$,[],"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
49,52,LDze56Nd8rRljNDMaD1sbA,dana-hotel-and-spa-chicago,Dana Hotel & Spa,https://s3-media3.fl.yelpcdn.com/bphoto/4JJSYfwN6TXd44LL9QuX2Q/o.jpg,True,False,https://www.yelp.com/biz/dana-hotel-and-spa-chicago?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ,13122026000.0,(312) 202-6000,473.0,"[{'alias': 'hotels', 'title': 'Hotels'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.0,"{'address1': '660 North State St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60654', 'country': 'US', 'state': 'IL', 'display_address': ['660 North State St', 'Chicago, IL 60654'], 'cross_streets': ''}","{'latitude': 41.8942645, 'longitude': -87.6283025}","['https://s3-media3.fl.yelpcdn.com/bphoto/4JJSYfwN6TXd44LL9QuX2Q/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/KsjzFU9uUDbcJBfw8DzSeA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/dnvc8oRYHMGzta7X9osy1g/o.jpg']",$$$,[],"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
50,53,cXKeY0NugFvCSHRWJcOq9w,the-congress-plaza-hotel-and-convention-center-chicago-2,The Congress Plaza Hotel & Convention Center,https://s3-media3.fl.yelpcdn.com/bphoto/sWJrbBXm1IbVmyIWZpVxwA/o.jpg,True,False,https://www.yelp.com/biz/the-congress-plaza-hotel-and-convention-center-chicago-2?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ,13124273800.0,(312) 427-3800,703.0,"[{'alias': 'hotels', 'title': 'Hotels'}]",2.0,"{'address1': '520 S Michigan Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60605', 'country': 'US', 'state': 'IL', 'display_address': ['520 S Michigan Ave', 'Chicago, IL 60605'], 'cross_streets': ''}","{'latitude': 41.87505, 'longitude': -87.6247999}","['https://s3-media3.fl.yelpcdn.com/bphoto/sWJrbBXm1IbVmyIWZpVxwA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/fTDsZMXdq-SIoq6GD5FRyg/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/03sNf-cmveLnOScc8SCQaA/o.jpg']",$$,[],"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
51,54,NkOir65b_YAAQVlJR_zmJA,hyatt-regency-chicago-chicago-3,Hyatt Regency Chicago,https://s3-media3.fl.yelpcdn.com/bphoto/xkdquMxvy5EbLJuydvh4cQ/o.jpg,True,False,https://www.yelp.com/biz/hyatt-regency-chicago-chicago-3?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ,13125651234.0,(312) 565-1234,862.0,"[{'alias': 'hotels', 'title': 'Hotels'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",3.5,"{'address1': '151 E Wacker Dr', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60601', 'country': 'US', 'state': 'IL', 'display_address': ['151 E Wacker Dr', 'Chicago, IL 60601'], 'cross_streets': 'Beaubien Ct & Stetson Ave'}","{'latitude': 41.887504, 'longitude': -87.621984}","['https://s3-media3.fl.yelpcdn.com/bphoto/xkdquMxvy5EbLJuydvh4cQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/d6bfflDaAzMaX0yV1EAyGA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/umxYwxVl1meG82iHrlfoVg/o.jpg']",$$$,[],"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
52,56,p9aMkgTdOKhsjkkv4G0QBw,hotel-felix-chicago,Hotel Felix,https://s3-media1.fl.yelpcdn.com/bphoto/IOFPM-MNSvX8TbYhX7WwjA/o.jpg,True,False,https://www.yelp.com/biz/hotel-felix-chicago?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ,13124473440.0,(312) 447-3440,463.0,"[{'alias': 'hotels', 'title': 'Hotels'}]",3.0,"{'address1': '111 W Huron St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60654', 'country': 'US', 'state': 'IL', 'display_address': ['111 W Huron St', 'Chicago, IL 60654'], 'cross_streets': ''}","{'latitude': 41.8946454, 'longitude': -87.6315543}","['https://s3-media1.fl.yelpcdn.com/bphoto/IOFPM-MNSvX8TbYhX7WwjA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/BB-ezoYwTe0i8Hfxyn0eGQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/sBTLXpxzlX2CGWqCC0jPUg/o.jpg']",$$,[],"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
53,57,pSLh_XyV_3QS1hNsBOGHiQ,old-chicago-inn-chicago-3,Old Chicago Inn,https://s3-media3.fl.yelpcdn.com/bphoto/oLyZSNqWFLecTiRkQhrAYQ/o.jpg,True,False,https://www.yelp.com/biz/old-chicago-inn-chicago-3?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ,17734722278.0,(773) 472-2278,26.0,"[{'alias': 'hotels', 'title': 'Hotels'}]",3.5,"{'address1': '3222 N Sheffield Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60657', 'country': 'US', 'state': 'IL', 'display_address': ['3222 N Sheffield Ave', 'Chicago, IL 60657'], 'cross_streets': 'Belmont Ave & School St'}","{'latitude': 41.940647, 'longitude': -87.654479}","['https://s3-media3.fl.yelpcdn.com/bphoto/oLyZSNqWFLecTiRkQhrAYQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/N_nQTnnesOIUO1yxmPUucQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/4TIt6UUmeP9ecDYe2duQ1g/o.jpg']",$$,[],"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
54,58,fH7EwQ9j_Ab1NJNYMoHA3w,thewit-chicago-a-doubletree-by-hilton-hotel-chicago,theWit Chicago - a DoubleTree by Hilton Hotel,https://s3-media1.fl.yelpcdn.com/bphoto/lik4X5rpd0ESL_qtcYuNPw/o.jpg,True,False,https://www.yelp.com/biz/thewit-chicago-a-doubletree-by-hilton-hotel-chicago?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ,13124670200.0,(312) 467-0200,500.0,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.0,"{'address1': '201 N State St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60601', 'country': 'US', 'state': 'IL', 'display_address': ['201 N State St', 'Chicago, IL 60601'], 'cross_streets': 'Haddock Pl & Lake St'}","{'latitude': 41.8861452, 'longitude': -87.6276233}","['https://s3-media1.fl.yelpcdn.com/bphoto/lik4X5rpd0ESL_qtcYuNPw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/DYnspMVX470bJMr_orYfpA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/OF4foXfwBCXJMGiU_gqN-A/o.jpg']",$$$,[],"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
55,59,rpP9iZsT3NC-Z4pUtQGoiA,sutton-place-hotel-chicago,Sutton Place Hotel,https://s3-media3.fl.yelpcdn.com/bphoto/i51AFYILQumHo4KEA0zIdg/o.jpg,False,True,https://www.yelp.com/biz/sutton-place-hotel-chicago?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ,13129522713.0,(312) 952-2713,63.0,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.0,"{'address1': '21 E Bellevue Pl', 'address2': 'Ste 1', 'address3': '', 'city': 'Chicago', 'zip_code': '60611', 'country': 'US', 'state': 'IL', 'display_address': ['21 E Bellevue Pl', 'Ste 1', 'Chicago, IL 60611'], 'cross_streets': 'Rush St & State St'}","{'latitude': 41.901418834124, 'longitude': -87.627564669062}","['https://s3-media3.fl.yelpcdn.com/bphoto/i51AFYILQumHo4KEA0zIdg/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/6YOO-8GR3pY74ROB6TkiEw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/C7ugWMBLBskeyqIbZwCz8Q/o.jpg']",$$$,[],,,,
56,60,gCdjyQeE0uRKCh7mVmnZzQ,best-western-plus-hawthorne-terrace-hotel-chicago,Best Western Plus Hawthorne Terrace Hotel,https://s3-media3.fl.yelpcdn.com/bphoto/mrMtUOUAbE5MNYiRJ5_YZA/o.jpg,True,False,https://www.yelp.com/biz/best-western-plus-hawthorne-terrace-hotel-chicago?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ,17732443434.0,(773) 244-3434,87.0,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.0,"{'address1': '3434 N Broadway Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60657', 'country': 'US', 'state': 'IL', 'display_address': ['3434 N Broadway Ave', 'Chicago, IL 60657'], 'cross_streets': 'Hawthorne Pl'}","{'latitude': 41.944129, 'longitude': -87.645938}","['https://s3-media3.fl.yelpcdn.com/bphoto/mrMtUOUAbE5MNYiRJ5_YZA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/4psKSpPnc5mcMxt-c3MHdw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/MENiGUmoDfC102sXVL4vEA/o.jpg']",$$,[],"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","{'url': 'https://www.yelp.com/raq/gCdjyQeE0uRKCh7mVmnZzQ?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ#popup%3Araq', 'use_case_text': 'Request Information'}",,
